ID,Lat,Long,Address
1,23.57457655,58.12086125,
2,2.03309773,45.32264565,
3,2.04079502,45.30499841,
4,2.05326028,45.2940646,
5,2.09331827,45.37905093,
6,2.07906336,45.41143389,
7,2.07687304,45.25457644,
8,2.07376117,45.26852418,
9,23.57051481,58.14742788,
10,23.50204373,58.24526866,
11,23.5028301,58.24405486,
